112918174	iOS 9.3.4
112929000	Android Karen16
112940499	Android mine
113053993	Android 20.2.2-update1
113842274	Android _One_Hisense_E952KK
114023371	Android 10.10.3
114065885	Android SpaceNEO
114343602	RIM 4.02.1
114535643	Android 19500DXUGNH1
114714207	Linux - Fedora 1.5.0
115159332	iOS 7.47.98
115209602	Android M7M
115511281	Android 0.8.0-D-20140225
115711186	iOS 5.83
115859443	Linux - openSUSE 3.6.3-1
116083755	OS X 10.5.11
116130970	Android AZZU
116174718	Android KENNETH
116214201	Android FujisanReader
116251997	Android Android4.0.4
116253618	Android 11.11.91
116472992	iOS 5.5.1
116503990	Android Babalo
116832490	iOS 5.2.47
116862094	Android 4.0_R7
116922369	Android 2.3.1-svn283
117188344	iOS 6.10.230
117752102	Android 40.0.0
117944639	Android DavidomVlogs
117964412	Android i
118327801	Android Gabo
118374248	Linux - Ubuntu 9.25
118383182	Linux - openSUSE 1.0.4-1
118862968	Android 5.2.8
119128773	Android -W720
119298098	Android Yashkir
119522038	iOS 8.8.2
119992612	Mobile OS X 10.
120025202	Linux - Red Hat 3.6.9-5
120293440	Android UIN
120429019	Android SM-G800F
120457998	Android 4.2.2190Q
120539441	Android 5219
120610949	Android 2.2.7
120692867	Android 4.1.2ri
121118718	Android together
121238405	Android 2.0.1-D-20141107
121646806	Android 8861
122196714	Android 5.1.99
123117682	Android 2.3.4_Tiago_sz_Ester
123585278	Android RushDroid
123871805	Android 7.3.5
123887677	iOS 6.36.31
124488145	Android gofar_ICS
124541849	Android 9966
124574876	Windows NT 47.1
124798823	Android Hey
125225932	Windows NT 40.0
125424472	Android 4.1.jelly
125864845	Android 4.7.11
126150317	Android 863186109
126445872	iOS 7.0.88
126543188	Android Assistant
126547289	Android 04.2.1
126565491	Android 5.0.0kitkat
126568954	Android LolliPLEX
126600083	Android _1
126870005	Android xuehuizhenxi
127286904	Android 4.1.c
127295321	Linux - Fedora 3.5.1-3
127494887	Android 14.3.13
127529097	Linux - openSUSE 19.0.1031
127603047	Android 2012.3-R-1103.0957
127670295	iOS 27.0.2
127675272	Android 1.0.0-D-20131031
127688025	Android 4.0.1android
127767493	Android Harry
127826579	iOS 7.11.11
127967264	Android 16
128613462	Android 3.1.10
128768648	Android DarkBandit
129120878	Android 99.9.3
129435234	Android KRAB
129629078	OS X 6.1.2
129781259	Android MENGAUNG
129789483	Windows XP NT 5.7
130190603	iOS 8.8.3
130467548	Android Akky
130547602	Android visu
130627844	Android 1.7.4-R-20140927
130793250	Android 4.1.1-2013-08-02-v1
130824487	Android 5.0beta2
131266364	Android 0.8.9-D-20150624
131450263	Android 2.4.2-update1
131566846	Android 9999..
132136261	Android 8.0.3
132586858	Android 23
132777585	Android yasar
133132427	Windows NT 42.0
133498678	iOS 5.6.1
133607623	Android 2ans
133834362	Android 15.10
133876305	iOS 5.15.38
134124509	RIM 8.0.5
134148326	Android mimimimi
134268939	Android 8.0beta
135208036	OS X 9.8.70
135264168	iOS 6.7.88
136335434	Android 1.
136370185	Android 15.1.5-update1
136746828	Linux - Ubuntu 10.1
136825802	Android 17.05.97
136885976	Android Sak.Karep.Mu
137021910	Android Abdullah
137063516	Android Gigaset
137091097	Android Pergunta
137121360	Android 1.2.1-R-20140224
137479950	Android 4.4.2KitKat
137998155	Android 17.08.96
138061853	Mobile OS X 10.4.4
138452883	Android 4.10.5
138649831	Android AFX8
138729317	Android zombie
138752349	iOS 5.0.3
139239498	Android 07.07.95
139923944	Android 9900sp
140053615	Android 4.0uild
140562922	iOS 7.10.89
140688932	Android IPhone.8
140809860	Android 5.5.221
140852734	iOS 7.11.59
141034017	Android Modd
141120863	Firefox OS 1.3
141393786	Android 500000000000000
141536339	iOS 10.6.1
142088693	Android 3.5.4
142275346	Android 9.5.3
142497213	Android iphone7
142707349	Android Miracle
142742360	iOS 6.38.06
142975705	OS X 1064
143072373	Android Einstein
143246695	iOS 6.10.245
143425038	Android Mongoloid
143608157	Windows 10 NT 10.1
143671534	iOS 7.48.99
143672483	Android 11.2.2
143760123	Linux - Fedora 4.0-0.3b6
143921972	Android 2.11.432
144155444	Android 3.4.7
144621015	Mobile iOS 4.3.2
144749534	iOS 612
144969187	Android Huso
145450143	Android 4.4.4-Y
145625158	Android AnonGhost
146112170	Android 10.0.10135
146612040	Android 46.2.1
146739892	Android 2.2.0-D-20141231
146799569	Android 4.1.2398950117
146979974	Android Bagas
147497947	Android Mhackoy
147545738	Android Hacker07
148157272	Mobile OS X 10.9.7
148310021	Windows NT 35.0
148500252	Android 2.3.6-
148604838	Android 1000004.3
148727281	Windows 7 NT 6.13314
148817010	Android 30.30
148834307	iOS 25.95
148856070	iOS 4.2.1.0
148975646	Android SKYL1N3
149796681	Windows NT 361
149981537	iOS 9.1.2
150059092	Android Chanda
150198084	iOS 6.35.54
150661724	Android Biach
150930286	iOS 7.11.53
151104081	Symbian 5.2
151648331	OS X 10.5.1
151662736	Android 2.3.6-V2
151673618	iOS 5.13.195
151685322	Android Giangoitoyeucau
152288913	Android ios4.1.2
152648824	Mobile iOS 5.0.1
152688036	Android Dwica
152691708	Android fuck_my____life
152815433	Android 8.7.1
152863426	Android _Style_V-W_
153450435	Android 17.30
153657601	Android 4.2.2_r1
154034268	Windows Phone 10.0.12526
154283475	Android 8.88.8
154906261	Android Masik
155195530	Android 4.4.xx
155266829	Android v11.06
155307291	Android 99.999
155356667	Linux - Arch
155440132	Android 2500
155490209	Android XHS_v01
155902319	Android 8797668806.0989
156118724	Android Limited
156288249	Android ver1.2.0
156396928	Android 0.8.6-D-20150114
156536967	Android 4.019
156629533	Brew AMSS6195
156715489	Android Advanced
157034294	Windows XP 95
157101429	Android 224566
157616668	Linux - Fedora 3.0.2-1
157991592	Android 707070.0
158024747	Linux - Fedora 3.3.7-1
158491256	Android 3.01
158637029	Android Ini
158954769	Android GALAX_Android4.1.2
159229087	Android 9179105875
159857581	Android A.7.X
159898699	Windows Phone 8.10.12349
159949065	Android SconcauTeam
160336841	Android 14.06.2014
160415476	Android Himangshu
161429072	Android 4.0.4Xsear
161499586	Android 10.5
161541398	Android _X
161705937	iOS 5.14.18
161764140	iOS 7.00.4
162289684	Android 90.7
162635934	Android CM7
162980934	Android FIXBYNAZ
163422112	iOS 6.4.9
163689061	iOS 6.7.74
163853689	Android 1.2.0-R-20140111
163875510	iOS 21.36
163919855	Android 1.6b7
164330495	Android 5.1x
164386038	Android bacan_doko
164471157	Android Daemon
164699641	Android 6.
164843197	Android 0.8.6-D-20150124
165063673	OS X 10.20.3
165327751	Android ver3.0.4
165425795	Android 12.0.4
165472556	Android 2.1.0-R-20150520
165727900	iOS 4.7.74
165991621	Android tujhe
166610858	Linux - Fedora 3.0.13-1
166717287	iOS 6.11.2
166833645	Android 15.0.5-update1
167117615	OS X 11.9.4
167571053	Android 0.8.6-D-20150301
167629064	Android AssShit
167747305	Mobile iOS 8.1
168007216	Android 4.1.11
168729729	Android 4.4.14444
168855753	Android 15.3.6
168954034	Android eee
168956202	iOS 6.27
169073511	Android 4.11
169386486	Android 6.27.85
169418367	Android 4.4.2_r1
169841405	Android 4.5.4
169989542	Android 4.1.2niccharlly-V
170249878	Android iska
170291933	RIM
170555295	Android 4.afari
170820119	Android 5.0lolipop
171135157	Android 5.0.2-S
171194571	Android _on_Hawaii_Garnet_PB287
171351478	Android 2.1-test3
171461435	Android 4.4.2normativa
171662573	iOS 1.7.2
172156364	Android User-Agent
172425479	Android 10.1.1
172621357	Android _LollipopMR1
172699575	Android 4.4.9600-TrueHD-NormallyAudio
172805568	Android 20.06.2014
172864625	Android 9.9.10
172885987	iOS 5.15.25
173204094	Android EleganceSwift
173392414	Android 7.7.81
173767660	Android Dot
174431440	Android GTA
174876171	Linux - Fedora 3.6.4-0
175303548	Android GINGERBEAN_final
175503428	Android 0.11
175749737	Android HongQiao.4.2
175912318	iOS 700
176139631	Android Basic_DL05_2.2.1
176352502	Android Samosa
176365150	Android aware-1.0
176423260	Android eA
176494225	Linux - openSUSE 22.0.1190
176509302	iOS 7.47.69
176612130	Android -W533
176745452	Android 4.7.3kit
176789099	iOS 9.9.1
176966492	iOS 6.10.253
177125794	Android Rina
177978002	iOS 21.49
178070463	Android 9.6.9
178109456	Android 4.10.1
178150746	Android 4.2.2ro
178156212	Rex DMSS6100/6.2
178539214	iOS 25.96
178600921	Android Yet
178678296	Android Agar-Agar
178780762	OS X 15.5.7
178938536	Android 100.1.2
179084787	Android ios7.1
179186179	Android 4.1.nux
179498135	RIM 5.3.4
179626440	Android 131220
180051006	OS X 10.999.0
180218102	Android -Game
180299524	iOS 6.89
180309701	Android 8566.64664.75666
180765784	Android 2.2.0-D-20150126
181126387	Android 1.7.4-R-20150107
181531058	Android 2.8.0
181660688	Android 22-8-82
181854954	Android 4.1.2www
182663876	Android 8567854.676854.37
182703176	Android Alphadroid
182757804	iOS 05.11.07
183565319	iOS 25.80
183772167	Android CM
183813511	iOS 5.14.77
183956058	Linux - CentOS 3.6-2.el5
183994534	Android 3.55444
184047928	Android 3401
184164576	Android 400000.100000
184415385	Android 420-Fadded
184714298	iOS 6.8.24
184719324	iOS 6.67
184750867	Android 96.54.39
184809156	Android Anku
184830864	Android 3.6
185373249	Windows XP NT 9.1
185408319	Android MY
185587799	OS X 7.1.2
185630667	iOS 21.31
185631252	Android IOS8.8.8
185713475	Rex DMSS6055/3.3
186012024	Android 1.8.0-R-20150115
186169040	Android 2.1.2-R-20150526
186304396	iOS 3.0.2
186341070	Android 5.0.9
186402909	Android 4.5.0
186649012	Android 4.0.4nee
186926680	Android 1.8.0-R-20150325
186951589	Android 4.0.4-hsrose-tinhte
187225180	iOS 707
187396483	Android 5.2.1
187889658	Android 4.1NGE
188347078	L4 QSC6075
188845740	Android 4.5
189191204	Android pear_Android4.2.2
189657199	Android IOS6.1.1
189852692	Android 2.3.6_Dev_by_Kamal
190257447	Android 4core
190614404	Android 4.4.4_alpha-rom_Version_1
191135868	Android 4.4.4jones
191333985	Android 4.0t
191419163	Android ipad6
191529679	iOS 6.9.0
192640770	Windows Mobile Windown Mobile 6
192655934	iOS 5.9.0
192691362	iOS 6.35.52
193064998	Android 5.0.0_r2
193073918	Android _4.4.2
193204353	Android 1.0.0-R-20130923
193386730	Android E
193617910	Android Speed
193827936	Android Cyanogen_Mod-12_5.0
193993574	Android 4.4.8
194028568	Android 4.3.2_coto
194973343	Android 1.7.4-R-20141016
195492484	OS X 10.81.0
195963505	Android 2.2.11
196147746	Android Mi
196483408	Android 4.12.45
196487538	Android 16.01.15
196504186	Windows XP NT 5.12
196576257	Android 25.04
196623578	Android 12.1.8-update1
196720965	iOS 5.15.39
197107173	Android tole
197534873	Android Fredyfdz
197601863	Android 14772927262708.382619
198123043	iOS 6.37.69
198262538	Linux - Ubuntu 9.04-135
198327284	Windows XP NT 4.0
198342731	iOS 73.0.462
198398420	Android JB4.2.1
198407270	Android xyz
198424728	Android 11.5.0
198467048	Android P.I.N
199217309	Mobile OS X 10.10.1
199232748	Windows 8.1 8.1
199242283	Android 4n1.2
199441681	iOS 11.0.5
199791933	Android 5.0.0-preview
200053034	iOS 4.3.1.0
200379759	Android 4.1-update1
200677968	Android android.kinanti
201220871	Android 20.3.1-update1
201225451	Android Dfx
201305656	iOS 5.1.4
201542227	Android ULAH
201895911	Android 4.0.4-update
201957300	Android 28.03.2014
202313790	Linux - Fedora 3.0.7-1
202371534	Android 1000000.5
202682400	Android 2.3.3_OF_V2
202700558	Android VRM
203001911	RIM 46.8.0
203207677	Android DG2.30
203706400	Mobile Nokia OS Series 40 3rd Edition Feature Pack 1
204103442	Android 5.0.
204422067	Android jelybing
204475917	Android 2.3.7-Jeremy
204507988	Android 2.4-
204614003	Android 4.4.99
204748907	Android 2.1-update1-v1.1
204788152	Android 16.6.6
205226749	Android 1.3.3-update1
205392445	Android Desconocido
206009940	Android 3.2.6
206010337	Android 4.2Jellybean
206346811	Android DUCLUONG89MK
206520109	Android JellyBean4.1.2
206766562	Android 1.7.2-R-20140630
206907778	Android 5.10.9
207248893	Windows Phone 8.10.15116
207316204	iOS 4.1.1
207472887	Android CHHEANGVY
207777126	Android SURAMADU
207820719	Android 15.0.8-update1
207960149	Linux - Fedora 3.6.1-2
208249772	Android Kiki
208347161	Android 7.9.95
208684756	Android Privat
208713669	iOS 4.3.8
208862997	Android Zeuss-4.2.2
208959447	Android Bakwan
209075201	Android 2.7.1
209077856	Android 1.7.4-R-20150303
209513912	Linux 10.2011.25
209585684	Windows Phone 5.0
209939160	Android id
210466885	Android 11110.578
210743978	Android a.m.i
210907112	Android 1.0.0-R-20131115
211523406	Android VIP4.4.2
211743199	Windows 8 NT 6.2.2
211951834	Android GT-I9305
212201773	Android unwichtig
212953052	Android 4.3c
213667994	iOS 88.0
213758417	Android 25
213778804	Android Dont
213924030	Android 20.6.9
213977169	Android pokoknya
214735768	Android NoName
214816810	Android 1.12.93
214888913	Android 5.0.1236599
215061557	iOS 9.1.0
215124271	Android 1.10
215163564	Android Hybrid
